0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30,30.5,31,31.5,32,32.5,33,33.5,34,34.5,35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41,41.5,42,42.5,43,43.5,44,44.5,45,45.5,46,46.5,47,47.5,48,48.5,49,49.5,50,50.5,51,51.5,52,52.5,53,53.5,54,54.5,55,55.5,56,56.5,57,57.5,58,58.5,59,59.5,60,60.5,61,61.5,62,62.5,63,63.5,64,64.5,65,65.5,66,66.5,67,67.5,68,68.5,69,69.5,70,70.5,71,71.5,72,72.5,73,73.5,74,74.5,75,75.5,76,76.5,77,77.5,78,78.5,79,79.5,80,80.5,81,81.5,82,82.5,83,83.5,84,84.5,85,85.5,86,86.5,87,87.5,88,88.5,89,89.5,90,90.5,91,91.5,92,92.5,93,93.5,94,94.5,95,95.5,96,96.5,97,97.5,98,98.5,99,99.5,100,100.5,101,101.5,102,102.5,103,103.5,104,104.5,105,105.5,106,106.5,107,107.5,108,108.5,109,109.5,110,110.5,111,111.5,112,112.5,113,113.5,114,114.5,115,115.5,116,116.5,117,117.5,118,118.5,119,119.5,120,120.5,121,121.5,122,122.5,123,123.5,124,124.5,125,125.5,126,126.5,127,127.5,128,128.5,129,129.5,130,130.5,131,131.5,132,132.5,133,133.5,134,134.5,135,135.5,136,136.5,137,137.5,138,138.5,139,139.5,140,140.5,141,141.5,142,142.5,143,143.5,144,144.5,145,145.5,146,146.5,147,147.5,148,148.5,149,149.5,150,150.5,151,151.5,152,152.5,153,153.5,154,154.5,155,155.5,156,156.5,157,157.5,158,158.5,159,159.5,160,160.5,161,161.5,162,162.5,163,163.5,164,164.5,165,165.5,166,166.5,167,167.5,168,168.5,169,169.5,170,170.5,171,171.5,172,172.5,173,173.5,174,174.5,175,175.5,176,176.5,177,177.5,178,178.5,179,179.5,180,180.5,181,181.5,182,182.5,183,183.5,184,184.5,185,185.5,186,186.5,187,187.5,188,188.5,189,189.5,190,190.5,191,191.5,192,192.5,193,193.5,194,194.5,195,195.5,196,196.5,197,197.5,198,198.5,199,199.5,200,200.5,201,201.5,202,202.5,203,203.5,204,204.5,205,205.5,206,206.5,207,207.5,208,208.5,209,209.5,210,210.5,211,211.5,212,212.5,213,213.5,214,214.5,215,215.5,216,216.5,217,217.5,218,218.5,219,219.5,220,220.5,221,221.5,222,222.5,223,223.5,224,224.5,225,225.5,226,226.5,227,227.5,228,228.5,229,229.5,230,230.5,231,231.5,232,232.5,233,233.5,234,234.5,235,235.5,236,236.5,237,237.5,238,238.5,239,239.5,240,240.5,241,241.5,242,242.5,243,243.5,244,244.5,245,245.5,246,246.5,247,247.5,248,248.5,249,249.5,250,250.5,251,251.5,252,252.5,253,253.5,254,254.5,255,255.5,256,256.5,257,257.5,258,258.5,259,259.5,260,260.5,261,261.5,262,262.5,263,263.5,264,264.5,265,265.5,266,266.5,267,267.5,268,268.5,269,269.5,270,270.5,271,271.5,272,272.5,273,273.5,274,274.5,275,275.5,276,276.5,277,277.5,278,278.5,279,279.5,280,280.5,281,281.5,282,282.5,283,283.5,284,284.5,285,285.5,286,286.5,287,287.5,288,288.5,289,289.5,290,290.5,291,291.5,292,292.5,293,293.5,294,294.5,295,295.5,296,296.5,297,297.5,298,298.5,299,299.5,300,300.5,301,301.5,302,302.5,303,303.5,304,304.5,305,305.5,306,306.5,307,307.5,308,308.5,309,309.5,310,310.5,311,311.5,312,312.5,313,313.5,314,314.5,315,315.5,316,316.5,317,317.5,318,318.5,319,319.5,320,320.5,321,321.5,322,322.5,323,323.5,324,324.5,325,325.5,326,326.5,327,327.5,328,328.5,329,329.5,330,330.5,331,331.5,332,332.5,333,333.5,334,334.5,335,335.5,336,336.5,337,337.5,338,338.5,339,339.5,340,340.5,341,341.5,342,342.5,343,343.5,344,344.5,345,345.5,346,346.5,347,347.5,348,348.5,349,349.5,350,350.5,351,351.5,352,352.5,353,353.5,354,354.5,355,355.5,356,356.5,357,357.5,358,358.5,359,359.5,360,360.5,361,361.5,362,362.5,363,363.5,364,364.5,365,365.5,366,366.5,367,367.5,368,368.5,369,369.5
0,0.014909,0.016258,0.017728,0.019331,0.021078,0.022984,0.025063,0.027329,0.0298,0.032495,0.035433,0.038637,0.042131,0.04594,0.050094,0.054624,0.059563,0.064949,0.070822,0.077225,0.084208,0.091823,0.10013,0.10918,0.11905,0.12982,0.14155,0.15435,0.16831,0.18353,0.20013,0.21822,0.23795,0.25947,0.28293,0.30851,0.33641,0.36683,0.4,0.4225,0.445,0.4675,0.49,0.5125,0.535,0.5575,0.58,0.6025,0.625,0.6475,0.67,0.6925,0.715,0.7375,0.76,0.7825,0.805,0.8275,0.85,0.8725,0.895,0.9175,0.94,0.9625,0.985,1.0075,1.03,1.0525,1.075,1.0975,1.12,1.1425,1.165,1.1875,1.21,1.2325,1.255,1.2775,1.3,1.3225,1.345,1.3675,1.39,1.4125,1.435,1.4575,1.48,1.5025,1.525,1.5475,1.57,1.5925,1.615,1.6375,1.66,1.6825,1.705,1.7275,1.75,1.7725,1.795,1.8175,1.84,1.8625,1.885,1.9075,1.93,1.9525,1.975,1.9975,2.02,2.0425,2.065,2.0875,2.11,2.1325,2.155,2.1775,2.2,2.2225,2.245,2.2675,2.29,2.3125,2.335,2.3575,2.38,2.4025,2.425,2.4475,2.47,2.4925,2.515,2.5375,2.56,2.5825,2.605,2.6275,2.65,2.6725,2.695,2.7175,2.74,2.7625,2.785,2.8075,2.83,2.8525,2.875,2.8975,2.92,2.9425,2.965,2.9875,3.01,3.0325,3.055,3.0775,3.1,3.1225,3.145,3.1675,3.19,3.2125,3.235,3.2575,3.28,3.3025,3.325,3.3475,3.37,3.3925,3.415,3.4375,3.46,3.4825,3.505,3.5275,3.55,3.5725,3.595,3.6175,3.64,3.6625,3.685,3.7075,3.73,3.7525,3.775,3.7975,3.82,3.8425,3.865,3.8875,3.91,3.9325,3.955,3.9775,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.9775,3.955,3.9325,3.91,3.8875,3.865,3.8425,3.82,3.7975,3.775,3.7525,3.73,3.7075,3.685,3.6625,3.64,3.6175,3.595,3.5725,3.55,3.5275,3.505,3.4825,3.46,3.4375,3.415,3.3925,3.37,3.3475,3.325,3.3025,3.28,3.2575,3.235,3.2125,3.19,3.1675,3.145,3.1225,3.1,3.0775,3.055,3.0325,3.01,2.9875,2.965,2.9425,2.92,2.8975,2.875,2.8525,2.83,2.8075,2.785,2.7625,2.74,2.7175,2.695,2.6725,2.65,2.6275,2.605,2.5825,2.56,2.5375,2.515,2.4925,2.47,2.4475,2.425,2.4025,2.38,2.3575,2.335,2.3125,2.29,2.2675,2.245,2.2225,2.2,2.1775,2.155,2.1325,2.11,2.0875,2.065,2.0425,2.02,1.9975,1.975,1.9525,1.93,1.9075,1.885,1.8625,1.84,1.8175,1.795,1.7725,1.75,1.7275,1.705,1.6825,1.66,1.6375,1.615,1.5925,1.57,1.5475,1.525,1.5025,1.48,1.4575,1.435,1.4125,1.39,1.3675,1.345,1.3225,1.3,1.2775,1.255,1.2325,1.21,1.1875,1.165,1.1425,1.12,1.0975,1.075,1.0525,1.03,1.0075,0.985,0.9625,0.94,0.9175,0.895,0.8725,0.85,0.8275,0.805,0.7825,0.76,0.7375,0.715,0.6925,0.67,0.6475,0.625,0.6025,0.58,0.5575,0.535,0.5125,0.49,0.4675,0.445,0.4225,0.4,0.4225,0.445,0.4675,0.49,0.5125,0.535,0.5575,0.58,0.6025,0.625,0.6475,0.67,0.6925,0.715,0.7375,0.76,0.7825,0.805,0.8275,0.85,0.8725,0.895,0.9175,0.94,0.9625,0.985,1.0075,1.03,1.0525,1.075,1.0975,1.12,1.1425,1.165,1.1875,1.21,1.2325,1.255,1.2775,1.3,1.3225,1.345,1.3675,1.39,1.4125,1.435,1.4575,1.48,1.5025,1.525,1.5475,1.57,1.5925,1.615,1.6375,1.66,1.6825,1.705,1.7275,1.75,1.7725,1.795,1.8175,1.84,1.8625,1.885,1.9075,1.93,1.9525,1.975,1.9975,2.02,2.0425,2.065,2.0875,2.11,2.1325,2.155,2.1775,2.2,2.2225,2.245,2.2675,2.29,2.3125,2.335,2.3575,2.38,2.4025,2.425,2.4475,2.47,2.4925,2.515,2.5375,2.56,2.5825,2.605,2.6275,2.65,2.6725,2.695,2.7175,2.74,2.7625,2.785,2.8075,2.83,2.8525,2.875,2.8975,2.92,2.9425,2.965,2.9875,3.01,3.0325,3.055,3.0775,3.1,3.1225,3.145,3.1675,3.19,3.2125,3.235,3.2575,3.28,3.3025,3.325,3.3475,3.37,3.3925,3.415,3.4375,3.46,3.4825,3.505,3.5275,3.55,3.5725,3.595,3.6175,3.64,3.6625,3.685,3.7075,3.73,3.7525,3.775,3.7975,3.82,3.8425,3.865,3.8875,3.91,3.9325,3.955,3.9775,4,0.4,0.58,0.76,0.94,1.12,1.3,1.48,1.66,1.84,2.02,2.2,2.38,2.56,2.74,2.92,3.1,3.28,3.46,3.64,3.82,4
4,3.9851,3.9837,3.9823,3.9807,3.9789,3.977,3.9749,3.9727,3.9702,3.9675,3.9646,3.9614,3.9579,3.9541,3.9499,3.9454,3.9404,3.9351,3.9292,3.9228,3.9158,3.9082,3.8999,3.8908,3.8809,3.8702,3.8584,3.8456,3.8317,3.8165,3.7999,3.7818,3.762,3.7405,3.7171,3.6915,3.6636,3.6332,3.6,3.5775,3.555,3.5325,3.51,3.4875,3.465,3.4425,3.42,3.3975,3.375,3.3525,3.33,3.3075,3.285,3.2625,3.24,3.2175,3.195,3.1725,3.15,3.1275,3.105,3.0825,3.06,3.0375,3.015,2.9925,2.97,2.9475,2.925,2.9025,2.88,2.8575,2.835,2.8125,2.79,2.7675,2.745,2.7225,2.7,2.6775,2.655,2.6325,2.61,2.5875,2.565,2.5425,2.52,2.4975,2.475,2.4525,2.43,2.4075,2.385,2.3625,2.34,2.3175,2.295,2.2725,2.25,2.2275,2.205,2.1825,2.16,2.1375,2.115,2.0925,2.07,2.0475,2.025,2.0025,1.98,1.9575,1.935,1.9125,1.89,1.8675,1.845,1.8225,1.8,1.7775,1.755,1.7325,1.71,1.6875,1.665,1.6425,1.62,1.5975,1.575,1.5525,1.53,1.5075,1.485,1.4625,1.44,1.4175,1.395,1.3725,1.35,1.3275,1.305,1.2825,1.26,1.2375,1.215,1.1925,1.17,1.1475,1.125,1.1025,1.08,1.0575,1.035,1.0125,0.99,0.9675,0.945,0.9225,0.9,0.8775,0.855,0.8325,0.81,0.7875,0.765,0.7425,0.72,0.6975,0.675,0.6525,0.63,0.6075,0.585,0.5625,0.54,0.5175,0.495,0.4725,0.45,0.4275,0.405,0.3825,0.36,0.3375,0.315,0.2925,0.27,0.2475,0.225,0.2025,0.18,0.1575,0.135,0.1125,0.09,0.0675,0.045,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0.045,0.0675,0.09,0.1125,0.135,0.1575,0.18,0.2025,0.225,0.2475,0.27,0.2925,0.315,0.3375,0.36,0.3825,0.405,0.4275,0.45,0.4725,0.495,0.5175,0.54,0.5625,0.585,0.6075,0.63,0.6525,0.675,0.6975,0.72,0.7425,0.765,0.7875,0.81,0.8325,0.855,0.8775,0.9,0.9225,0.945,0.9675,0.99,1.0125,1.035,1.0575,1.08,1.1025,1.125,1.1475,1.17,1.1925,1.215,1.2375,1.26,1.2825,1.305,1.3275,1.35,1.3725,1.395,1.4175,1.44,1.4625,1.485,1.5075,1.53,1.5525,1.575,1.5975,1.62,1.6425,1.665,1.6875,1.71,1.7325,1.755,1.7775,1.8,1.8225,1.845,1.8675,1.89,1.9125,1.935,1.9575,1.98,2.0025,2.025,2.0475,2.07,2.0925,2.115,2.1375,2.16,2.1825,2.205,2.2275,2.25,2.2725,2.295,2.3175,2.34,2.3625,2.385,2.4075,2.43,2.4525,2.475,2.4975,2.52,2.5425,2.565,2.5875,2.61,2.6325,2.655,2.6775,2.7,2.7225,2.745,2.7675,2.79,2.8125,2.835,2.8575,2.88,2.9025,2.925,2.9475,2.97,2.9925,3.015,3.0375,3.06,3.0825,3.105,3.1275,3.15,3.1725,3.195,3.2175,3.24,3.2625,3.285,3.3075,3.33,3.3525,3.375,3.3975,3.42,3.4425,3.465,3.4875,3.51,3.5325,3.555,3.5775,3.6,3.5775,3.555,3.5325,3.51,3.4875,3.465,3.4425,3.42,3.3975,3.375,3.3525,3.33,3.3075,3.285,3.2625,3.24,3.2175,3.195,3.1725,3.15,3.1275,3.105,3.0825,3.06,3.0375,3.015,2.9925,2.97,2.9475,2.925,2.9025,2.88,2.8575,2.835,2.8125,2.79,2.7675,2.745,2.7225,2.7,2.6775,2.655,2.6325,2.61,2.5875,2.565,2.5425,2.52,2.4975,2.475,2.4525,2.43,2.4075,2.385,2.3625,2.34,2.3175,2.295,2.2725,2.25,2.2275,2.205,2.1825,2.16,2.1375,2.115,2.0925,2.07,2.0475,2.025,2.0025,1.98,1.9575,1.935,1.9125,1.89,1.8675,1.845,1.8225,1.8,1.7775,1.755,1.7325,1.71,1.6875,1.665,1.6425,1.62,1.5975,1.575,1.5525,1.53,1.5075,1.485,1.4625,1.44,1.4175,1.395,1.3725,1.35,1.3275,1.305,1.2825,1.26,1.2375,1.215,1.1925,1.17,1.1475,1.125,1.1025,1.08,1.0575,1.035,1.0125,0.99,0.9675,0.945,0.9225,0.9,0.8775,0.855,0.8325,0.81,0.7875,0.765,0.7425,0.72,0.6975,0.675,0.6525,0.63,0.6075,0.585,0.5625,0.54,0.5175,0.495,0.4725,0.45,0.4275,0.405,0.3825,0.36,0.3375,0.315,0.2925,0.27,0.2475,0.225,0.2025,0.18,0.1575,0.135,0.1125,0.09,0.0675,0.045,0.0225,0,3.6,3.42,3.24,3.06,2.88,2.7,2.52,2.34,2.16,1.98,1.8,1.62,1.44,1.26,1.08,0.9,0.72,0.54,0.36,0.18,0
