0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.15429,0.20857,0.26286,0.31714,0.37143,0.42571,0.48,0.53429,0.58857,0.64286,0.69714,0.75143,0.80571,0.86,0.91429,0.96857,1.0229,1.0771,1.1314,1.1857,1.24,1.2943,1.3486,1.4029,1.4571,1.5114,1.5657,1.62,1.6743,1.7286,1.7829,1.8371,1.8914,1.9457,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0571,2.1143,2.1714,2.2286,2.2857,2.3429,2.4,2.4571,2.5143,2.5714,2.6286,2.6857,2.7429,2.8,2.8571,2.9143,2.9714,3.0286,3.0857,3.1429,3.2,3.2571,3.3143,3.3714,3.4286,3.4857,3.5429,3.6,3.6571,3.7143,3.7714,3.8286,3.8857,3.9429,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.9,3.8457,3.7914,3.7371,3.6829,3.6286,3.5743,3.52,3.4657,3.4114,3.3571,3.3029,3.2486,3.1943,3.14,3.0857,3.0314,2.9771,2.9229,2.8686,2.8143,2.76,2.7057,2.6514,2.5971,2.5429,2.4886,2.4343,2.38,2.3257,2.2714,2.2171,2.1629,2.1086,2.0543,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.9429,1.8857,1.8286,1.7714,1.7143,1.6571,1.6,1.5429,1.4857,1.4286,1.3714,1.3143,1.2571,1.2,1.1429,1.0857,1.0286,0.97143,0.91429,0.85714,0.8,0.74286,0.68571,0.62857,0.57143,0.51429,0.45714,0.4,0.34286,0.28571,0.22857,0.17143,0.11429,0.057143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
